<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
RI.RTSI,1,20180103,14:05:00,1172.7900000,1172.8000000,1172.6500000,1172.8000000,256196
RI.RTSI,1,20180103,14:06:00,1172.7900000,1173.2800000,1172.6200000,1173.2500000,1091675
RI.RTSI,1,20180103,14:07:00,1173.2600000,1173.7700000,1173.2400000,1173.6400000,772861
RI.RTSI,1,20180103,14:08:00,1173.6400000,1173.6900000,1173.0400000,1173.1400000,717886
RI.RTSI,1,20180103,14:09:00,1173.1400000,1173.4500000,1173.0300000,1173.3500000,777033
RI.RTSI,1,20180103,14:10:00,1173.3500000,1173.6800000,1173.3500000,1173.6800000,3299271
RI.RTSI,1,20180103,14:11:00,1173.6600000,1173.7000000,1173.2900000,1173.2900000,452605
RI.RTSI,1,20180103,14:12:00,1173.2800000,1173.4900000,1173.2500000,1173.3400000,469368
RI.RTSI,1,20180103,14:13:00,1173.3400000,1173.3700000,1173.1600000,1173.2100000,184473
RI.RTSI,1,20180103,14:14:00,1173.2000000,1173.5400000,1173.1900000,1173.4900000,478322
RI.RTSI,1,20180103,14:15:00,1173.4900000,1173.7000000,1173.4800000,1173.5300000,383415
RI.RTSI,1,20180103,14:16:00,1173.5300000,1173.5500000,1173.3100000,1173.3500000,267888
RI.RTSI,1,20180103,14:17:00,1173.3200000,1173.3200000,1172.9400000,1173.0700000,561778
RI.RTSI,1,20180103,14:18:00,1173.0400000,1173.1700000,1172.7000000,1172.7000000,299807
RI.RTSI,1,20180103,14:19:00,1172.6900000,1172.7500000,1172.3500000,1172.3900000,84182
RI.RTSI,1,20180103,14:20:00,1172.3900000,1172.4500000,1172.1900000,1172.1900000,361929
RI.RTSI,1,20180103,14:21:00,1172.1900000,1172.4300000,1172.1600000,1172.2600000,362917
RI.RTSI,1,20180103,14:22:00,1172.2700000,1172.8600000,1172.2700000,1172.5100000,2573475
RI.RTSI,1,20180103,14:23:00,1172.5100000,1172.7000000,1172.4600000,1172.6200000,413858
RI.RTSI,1,20180103,14:24:00,1172.6200000,1173.0500000,1172.6200000,1173.0500000,445590
RI.RTSI,1,20180103,14:25:00,1173.1100000,1173.1700000,1173.0300000,1173.1700000,318959
RI.RTSI,1,20180103,14:26:00,1173.1300000,1173.2800000,1173.0600000,1173.2100000,131436
RI.RTSI,1,20180103,14:27:00,1173.2100000,1173.2600000,1172.8500000,1172.8500000,546122
RI.RTSI,1,20180103,14:28:00,1172.9000000,1172.9000000,1172.4400000,1172.5900000,628956
